precinct_id,CVAP_TOT24
JEFFERSON - 059112,1779
JEFFERSON - 059113,1649
JEFFERSON - 059114,1894
JEFFERSON - 059115,2000
JEFFERSON - 059116,1429
JEFFERSON - 059117,1940
JEFFERSON - 059118,1572
JEFFERSON - 059119,2639
JEFFERSON - 059120,2973
JEFFERSON - 059121,1709
JEFFERSON - 059122,2603
JEFFERSON - 059123,2009
JEFFERSON - 059124,2250
JEFFERSON - 059125,1589
JEFFERSON - 059126,3531
JEFFERSON - 059127,1949
JEFFERSON - 059128,3708
JEFFERSON - 059129,1435
JEFFERSON - 059130,1378
JEFFERSON - 059131,1530
JEFFERSON - 059132,1316
JEFFERSON - 059133,3019
JEFFERSON - 059134,1412
JEFFERSON - 059135,923
JEFFERSON - 059136,2072
JEFFERSON - 059137,2175
JEFFERSON - 059138,1255
JEFFERSON - 059139,1841
JEFFERSON - 059140,1223
JEFFERSON - 059141,2258
JEFFERSON - 059142,3061
JEFFERSON - 059143,1859
JEFFERSON - 059144,1403
JEFFERSON - 059145,1679
JEFFERSON - 059146,3852
JEFFERSON - 059147,2221
JEFFERSON - 059148,2221
JEFFERSON - 059149,2288
JEFFERSON - 059150,1494
JEFFERSON - 059151,2237
JEFFERSON - 059152,1580
JEFFERSON - 059153,2345
JEFFERSON - 059154,2279
JEFFERSON - 059155,1972
JEFFERSON - 059156,1503
JEFFERSON - 059157,1837
JEFFERSON - 059158,2413
JEFFERSON - 059159,2145
JEFFERSON - 059160,2548
JEFFERSON - 059161,1105
JEFFERSON - 059162,1518
JEFFERSON - 059163,2072
JEFFERSON - 059164,1931
JEFFERSON - 059165,1797
JEFFERSON - 059166,2065
JEFFERSON - 059167,1576
JEFFERSON - 059168,1172
JEFFERSON - 059169,999
JEFFERSON - 059170,1463
JEFFERSON - 059171,1897
JEFFERSON - 059172,1918
JEFFERSON - 059173,2602
JEFFERSON - 059174,1667
JEFFERSON - 059175,1987
JEFFERSON - 059176,1435
JEFFERSON - 059177,1852
JEFFERSON - 059178,2282
JEFFERSON - 059179,2299
JEFFERSON - 059180,1922
JEFFERSON - 059181,1864
JEFFERSON - 059182,2253
JEFFERSON - 059183,1264
JEFFERSON - 059184,2264
JEFFERSON - 059185,1665
JEFFERSON - 059186,2190
JEFFERSON - 059187,1058
JEFFERSON - 059188,1660
JEFFERSON - 059189,2353
JEFFERSON - 059190,1150
JEFFERSON - 059191,2637
JEFFERSON - 059192,1811
JEFFERSON - 059193,1521
JEFFERSON - 059194,2682
JEFFERSON - 059195,2586
JEFFERSON - 059196,1824
JEFFERSON - 059197,1373
JEFFERSON - 059198,3324
JEFFERSON - 059199,1530
JEFFERSON - 059200,2289
JEFFERSON - 059201,1961
JEFFERSON - 059202,1203
JEFFERSON - 059203,632
JEFFERSON - 059204,1517
JEFFERSON - 059205,1752
JEFFERSON - 059206,1082
JEFFERSON - 059207,1536
JEFFERSON - 059208,1628
JEFFERSON - 059209,1626
JEFFERSON - 059210,2776
JEFFERSON - 059211,7892
JEFFERSON - 059212,1835
JEFFERSON - 059213,1549
JEFFERSON - 059214,1970
JEFFERSON - 059215,3001
JEFFERSON - 059216,1919
JEFFERSON - 059217,1498
JEFFERSON - 059218,1850
JEFFERSON - 059219,919
JEFFERSON - 059220,1473
JEFFERSON - 059221,1844
JEFFERSON - 059222,1946
JEFFERSON - 059223,1555
JEFFERSON - 059224,2161
JEFFERSON - 059225,1917
JEFFERSON - 059226,3784
JEFFERSON - 059227,3649
JEFFERSON - 059228,2112
JEFFERSON - 059229,2380
JEFFERSON - 059230,1711
JEFFERSON - 059231,2548
JEFFERSON - 059232,2923
JEFFERSON - 059233,1873
JEFFERSON - 059234,1390
JEFFERSON - 059235,1686
JEFFERSON - 059236,1778
JEFFERSON - 059237,2037
JEFFERSON - 059238,2213
JEFFERSON - 059239,2152
JEFFERSON - 059240,1849
JEFFERSON - 059241,2345
JEFFERSON - 059242,1675
JEFFERSON - 059243,1355
JEFFERSON - 059244,1851
JEFFERSON - 059245,2664
JEFFERSON - 059246,1308
JEFFERSON - 059247,2146
JEFFERSON - 059248,2371
JEFFERSON - 059249,2826
JEFFERSON - 059250,1319
JEFFERSON - 059251,2668
JEFFERSON - 059252,2381
JEFFERSON - 059253,2251
JEFFERSON - 059254,1669
JEFFERSON - 059255,1510
JEFFERSON - 059256,2098
JEFFERSON - 059257,2527
JEFFERSON - 059258,2023
KIOWA - 061001,202
KIOWA - 061002,313
KIOWA - 061003,420
KIOWA - 061004,82
KIT CARSON - 063001,572
KIT CARSON - 063002,459
KIT CARSON - 063003,429
KIT CARSON - 063004,481
KIT CARSON - 063005,498
KIT CARSON - 063006,342
KIT CARSON - 063007,320
KIT CARSON - 063008,329
KIT CARSON - 063009,436
KIT CARSON - 063010,185
KIT CARSON - 063011,281
KIT CARSON - 063012,261
KIT CARSON - 063013,363
LA PLATA - 067001,1180
LA PLATA - 067002,1276
LA PLATA - 067003,1553
LA PLATA - 067004,1674
LA PLATA - 067005,1609
LA PLATA - 067006,568
LA PLATA - 067007,1853
LA PLATA - 067008,2037
LA PLATA - 067009,460
LA PLATA - 067010,887
LA PLATA - 067011,1765
LA PLATA - 067012,1372
LA PLATA - 067013,1297
LA PLATA - 067014,1191
LA PLATA - 067015,970
LA PLATA - 067016,2053
LA PLATA - 067017,1800
LA PLATA - 067018,1027
LA PLATA - 067019,1264
LA PLATA - 067020,1724
LA PLATA - 067021,1229
LA PLATA - 067022,1496
LA PLATA - 067023,1995
LA PLATA - 067024,645
LA PLATA - 067025,1434
LA PLATA - 067026,1460
LA PLATA - 067027,419
LA PLATA - 067028,1611
LA PLATA - 067029,1966
LA PLATA - 067030,3055
LA PLATA - 067031,934
LA PLATA - 067032,1981
LAKE - 065001,822
LAKE - 065002,515
LAKE - 065003,954
LAKE - 065004,1053
LAKE - 065005,817
LAKE - 065006,1175
LARIMER - 069101,1282
LARIMER - 069102,252
LARIMER - 069201,1494
LARIMER - 069202,1822
LARIMER - 069203,1558
LARIMER - 069204,1710
LARIMER - 069205,2170
LARIMER - 069206,1620
LARIMER - 069207,1199
LARIMER - 069208,1852
LARIMER - 069209,1390
LARIMER - 069210,1580
LARIMER - 069211,1815
LARIMER - 069212,1531
LARIMER - 069213,1362
LARIMER - 069214,1132
LARIMER - 069215,1364
LARIMER - 069216,1206
LARIMER - 069217,1445
LARIMER - 069218,1525
LARIMER - 069219,1098
LARIMER - 069220,1268
LARIMER - 069221,2185
LARIMER - 069222,780
LARIMER - 069223,1392
LARIMER - 069224,1180
LARIMER - 069225,1599
LARIMER - 069226,1464
LARIMER - 069227,963
LARIMER - 069228,1466
LARIMER - 069229,1462
LARIMER - 069230,1034
LARIMER - 069231,1313
LARIMER - 069232,1386
LARIMER - 069233,1448
LARIMER - 069234,1957
LARIMER - 069235,2387
LARIMER - 069236,855
LARIMER - 069237,1335
LARIMER - 069238,1235
LARIMER - 069239,3217
LARIMER - 069240,2522
LARIMER - 069241,1217
LARIMER - 069242,2450
LARIMER - 069243,1133
LARIMER - 069244,1143
LARIMER - 069245,900
LARIMER - 069246,1408
LARIMER - 069247,1233
LARIMER - 069301,1308
LARIMER - 069302,1728
LARIMER - 069303,1441
LARIMER - 069304,1215
LARIMER - 069305,1644
LARIMER - 069306,1369
LARIMER - 069307,2474
LARIMER - 069308,2919
LARIMER - 069309,2848
LARIMER - 069310,1549
LARIMER - 069311,1062
LARIMER - 069312,2329
LARIMER - 069313,1504
LARIMER - 069314,1253
LARIMER - 069315,1944
LARIMER - 069316,797
LARIMER - 069317,1212
LARIMER - 069318,1669
LARIMER - 069319,1118
LARIMER - 069320,905
LARIMER - 069321,1967
LARIMER - 069322,1696
LARIMER - 069323,1447
LARIMER - 069324,1484
LARIMER - 069325,1797
LARIMER - 069326,1352
LARIMER - 069327,1207
LARIMER - 069328,1335
LARIMER - 069329,1128
LARIMER - 069330,1470
LARIMER - 069331,978
LARIMER - 069332,1413
LARIMER - 069333,1082
LARIMER - 069334,1814
LARIMER - 069335,1694
LARIMER - 069336,1436
LARIMER - 069337,1738
LARIMER - 069338,2977
LARIMER - 069339,1162
LARIMER - 069340,1085
LARIMER - 069341,1496
LARIMER - 069342,950
LARIMER - 069343,1535
LARIMER - 069344,1042
LARIMER - 069401,1048
LARIMER - 069402,820
LARIMER - 069403,1072
LARIMER - 069404,99
LARIMER - 069405,733
LARIMER - 069406,744
LARIMER - 069407,721
LARIMER - 069408,968
LARIMER - 069409,1131
LARIMER - 069410,1223
LARIMER - 069411,1770
LARIMER - 069412,934
LARIMER - 069413,1277
LARIMER - 069414,1341
LARIMER - 069415,1403
LARIMER - 069416,1713
LARIMER - 069417,1113
LARIMER - 069418,1611
LARIMER - 069419,3749
LARIMER - 069420,1615
LARIMER - 069421,1158
LARIMER - 069422,2036
LARIMER - 069423,1690
LARIMER - 069424,39
LARIMER - 069425,164
LARIMER - 069426,1156
LARIMER - 069427,1323
LARIMER - 069428,1231
LARIMER - 069429,1022
LARIMER - 069430,1026
LARIMER - 069431,1971
LARIMER - 069432,1903
LARIMER - 069433,2009
LARIMER - 069434,1835
LARIMER - 069435,1763
LARIMER - 069436,1267
LARIMER - 069437,1056
LARIMER - 069438,1105
LARIMER - 069439,668
LARIMER - 069440,1435
LARIMER - 069441,883
LARIMER - 069501,1126
LARIMER - 069502,1237
LARIMER - 069503,1391
LARIMER - 069504,1472
LARIMER - 069505,1412
LARIMER - 069506,1235
LARIMER - 069507,1727
LARIMER - 069508,1396
LARIMER - 069509,1036
LARIMER - 069510,1811
LARIMER - 069511,848
LARIMER - 069512,1536
LARIMER - 069513,1657
LARIMER - 069514,1705
LARIMER - 069515,1285
LARIMER - 069516,1401
LARIMER - 069517,1996
LARIMER - 069518,1703
LARIMER - 069519,1561
LARIMER - 069520,2052
LARIMER - 069521,1311
LARIMER - 069522,1678
LARIMER - 069523,1266
LARIMER - 069524,1515
LARIMER - 069525,803
LARIMER - 069526,1680
LARIMER - 069527,1461
LARIMER - 069528,2536
LARIMER - 069529,1359
LARIMER - 069530,2193
LARIMER - 069531,1291
LARIMER - 069532,1843
LARIMER - 069533,1461
LARIMER - 069534,1190
LARIMER - 069535,1505
LARIMER - 069536,1388
LARIMER - 069537,1612
LARIMER - 069538,1387
LARIMER - 069539,2090
LARIMER - 069540,975
LARIMER - 069541,1755
LARIMER - 069542,2335
LARIMER - 069543,974
LARIMER - 069544,1133
LARIMER - 069545,1294
LARIMER - 069546,934
LARIMER - 069547,1171
LARIMER - 069548,1219
LARIMER - 069549,618
LARIMER - 069601,702
LARIMER - 069602,726
LARIMER - 069603,1376
LARIMER - 069701,1404
LARIMER - 069702,875
LARIMER - 069703,1301
LARIMER - 069801,1035
LARIMER - 069802,1260
LARIMER - 069803,2974
LARIMER - 069804,1549
LARIMER - 069805,806
LARIMER - 069806,953
LARIMER - 069807,878
LARIMER - 069808,2368
LARIMER - 069809,1731
LARIMER - 069810,1338
LARIMER - 069811,2855
LARIMER - 069812,1008
LARIMER - 069813,1271
LARIMER - 069814,1209
LAS ANIMAS - 071001,160
LAS ANIMAS - 071002,435
LAS ANIMAS - 071003,1123
LAS ANIMAS - 071004,679
LAS ANIMAS - 071005,466
LAS ANIMAS - 071006,980
LAS ANIMAS - 071007,369
LAS ANIMAS - 071008,197
LAS ANIMAS - 071009,360
LAS ANIMAS - 071010,924
LAS ANIMAS - 071011,2237
LAS ANIMAS - 071012,2174
LAS ANIMAS - 071013,299
LAS ANIMAS - 071014,314
LAS ANIMAS - 071016,797
LINCOLN - 073001,276
LINCOLN - 073002,306
LINCOLN - 073003,1366
LINCOLN - 073004,236
LINCOLN - 073005,599
LINCOLN - 073006,267
LINCOLN - 073007,579
LINCOLN - 073008,31
LINCOLN - 073009,164
LINCOLN - 073010,171
LINCOLN - 073011,63
LINCOLN - 073012,41
LINCOLN - 073013,394
LOGAN - 075001,1346
LOGAN - 075002,1445
LOGAN - 075003,3061
LOGAN - 075004,1345
LOGAN - 075005,1164
LOGAN - 075006,1096
LOGAN - 075007,1482
LOGAN - 075008,922
LOGAN - 075009,1117
LOGAN - 075010,954
LOGAN - 075011,551
LOGAN - 075012,426
LOGAN - 075013,679
LOGAN - 075014,436
LOGAN - 075015,446
LOGAN - 075016,202
MESA - 077001,1996
MESA - 077002,1704
MESA - 077003,1462
MESA - 077004,2067
MESA - 077005,2001
MESA - 077006,2642
MESA - 077007,2041
MESA - 077008,833
MESA - 077009,1083
MESA - 077010,1069
MESA - 077011,259
MESA - 077012,1401
MESA - 077013,2230
MESA - 077014,1531
MESA - 077015,1091
MESA - 077016,1021
MESA - 077017,1069
MESA - 077018,1025
MESA - 077019,742
MESA - 077020,2839
MESA - 077021,2776
MESA - 077022,3114
MESA - 077023,2867
MESA - 077024,3322
MESA - 077025,2560
MESA - 077026,3037
MESA - 077027,2041
MESA - 077028,1848
MESA - 077029,2000
MESA - 077030,3939
MESA - 077031,1188
MESA - 077032,929
MESA - 077033,2153
MESA - 077034,871
MESA - 077035,1544
MESA - 077036,922
MESA - 077037,1330
MESA - 077038,2904
MESA - 077039,2688
MESA - 077040,2164
MESA - 077041,1968
MESA - 077042,1638
MESA - 077043,4289
MESA - 077044,3681
MESA - 077045,3895
MESA - 077046,2733
MESA - 077047,1967
MESA - 077048,2372
MESA - 077049,3218
MESA - 077050,2276
MESA - 077051,1644
MESA - 077052,2867
MESA - 077053,2938
MESA - 077054,4601
MESA - 077055,2287
MESA - 077056,3258
MESA - 077057,2895
MINERAL - 040001,636
MOFFAT - 081001,1611
MOFFAT - 081002,723
MOFFAT - 081003,1238
MOFFAT - 081004,49
MOFFAT - 081005,1318
MOFFAT - 081006,237
MOFFAT - 081007,824
MOFFAT - 081008,309
MOFFAT - 081009,1216
MOFFAT - 081010,95
MOFFAT - 081011,909
MOFFAT - 081012,505
MOFFAT - 081013,578
MONTEZUMA - 083001,386
MONTEZUMA - 083002,2630
MONTEZUMA - 083003,1916
MONTEZUMA - 083004,1204
MONTEZUMA - 083005,2086
MONTEZUMA - 083006,2984
MONTEZUMA - 083007,1998
MONTEZUMA - 083008,1108
MONTEZUMA - 083009,2964
MONTEZUMA - 083010,1962
MONTEZUMA - 083011,1390
MONTROSE - 085001,1522
MONTROSE - 085002,1170
MONTROSE - 085003,1744
MONTROSE - 085004,1995
MONTROSE - 085005,917
MONTROSE - 085006,1033
MONTROSE - 085007,944
MONTROSE - 085008,495
MONTROSE - 085009,2314
MONTROSE - 085010,113
MONTROSE - 085011,218
MONTROSE - 085012,1333
MONTROSE - 085013,1159
MONTROSE - 085014,1050
MONTROSE - 085015,54
MONTROSE - 085016,496
MONTROSE - 085017,1148
MONTROSE - 085018,1088
MONTROSE - 085019,958
MONTROSE - 085020,2027
MONTROSE - 085021,1333
MONTROSE - 085022,1163
MONTROSE - 085023,1343
MONTROSE - 085024,1471
MONTROSE - 085025,1492
MONTROSE - 085026,1460
MONTROSE - 085027,1505
MONTROSE - 085028,1759
MORGAN - 087001,2450
MORGAN - 087002,837
MORGAN - 087003,1411
MORGAN - 087004,901
MORGAN - 087005,1360
MORGAN - 087006,1424
MORGAN - 087007,1263
MORGAN - 087008,1029
MORGAN - 087009,1036
MORGAN - 087010,1403
MORGAN - 087011,1235
MORGAN - 087012,209
MORGAN - 087013,639
MORGAN - 087014,1158
MORGAN - 087015,1137
MORGAN - 087016,1205
MORGAN - 087017,1370
OTERO - 089001,1415
OTERO - 089002,570
OTERO - 089003,1002
OTERO - 089004,698
OTERO - 089005,975
OTERO - 089006,526
OTERO - 089007,639
OTERO - 089008,659
OTERO - 089009,785
OTERO - 089010,698
OTERO - 089011,724
OTERO - 089012,1061
OTERO - 089013,1253
OTERO - 089014,908
OTERO - 089015,541
OTERO - 089016,871
OTERO - 089017,328
OURAY - 091001,460
OURAY - 091002,828
OURAY - 091003,1514
OURAY - 091004,605
OURAY - 091005,942
PARK - 093001,2019
PARK - 093002,1544
PARK - 093003,929
PARK - 093004,346
PARK - 093005,824
PARK - 093006,857
PARK - 093007,955
PARK - 093008,793
PARK - 093009,630
PARK - 093010,1463
PARK - 093011,1068
PARK - 093012,2023
PARK - 093013,1729
PHILLIPS - 095001,907
PHILLIPS - 095002,95
PHILLIPS - 095003,116
PHILLIPS - 095004,75
PHILLIPS - 095005,184
PHILLIPS - 095006,319
PHILLIPS - 095007,576
PHILLIPS - 095008,768
PITKIN - 097001,1359
PITKIN - 097002,946
PITKIN - 097003,1382
PITKIN - 097004,1220
PITKIN - 097005,990
PITKIN - 097006,2349
PITKIN - 097007,2124
PITKIN - 097008,1041
PITKIN - 097009,1789
PITKIN - 097010,613
PROWERS - 099001,665
PROWERS - 099002,469
PROWERS - 099003,692
PROWERS - 099004,575
PROWERS - 099005,962
PROWERS - 099006,409
PROWERS - 099007,527
PROWERS - 099008,665
PROWERS - 099009,511
PROWERS - 099010,1259
PROWERS - 099011,569
PROWERS - 099012,531
PROWERS - 099013,551
PUEBLO - 101001,1957
PUEBLO - 101002,2119
PUEBLO - 101003,1544
PUEBLO - 101004,1299
PUEBLO - 101005,607
PUEBLO - 101006,1455
PUEBLO - 101007,1101
PUEBLO - 101008,1350
PUEBLO - 101009,793
PUEBLO - 101010,2010
PUEBLO - 101011,1170
PUEBLO - 101012,1385
PUEBLO - 101013,1093
PUEBLO - 101014,1175
PUEBLO - 101015,1002
PUEBLO - 101016,1091
PUEBLO - 101017,1135
PUEBLO - 101018,2115
PUEBLO - 101019,408
PUEBLO - 101020,256
PUEBLO - 101021,1052
PUEBLO - 101022,2604
PUEBLO - 101023,990
PUEBLO - 101024,723
PUEBLO - 101025,864
PUEBLO - 101026,1083
PUEBLO - 101027,935
PUEBLO - 101028,874
PUEBLO - 101029,607
PUEBLO - 101030,1242
PUEBLO - 101031,1234
PUEBLO - 101032,865
PUEBLO - 101033,583
PUEBLO - 101034,1008
PUEBLO - 101035,808
PUEBLO - 101036,687
PUEBLO - 101037,645
PUEBLO - 101038,906
PUEBLO - 101039,525
PUEBLO - 101040,655
PUEBLO - 101041,530
PUEBLO - 101042,507
PUEBLO - 101043,570
PUEBLO - 101044,819
PUEBLO - 101045,157
PUEBLO - 101046,995
PUEBLO - 101047,615
PUEBLO - 101048,798
PUEBLO - 101049,617
PUEBLO - 101050,1323
PUEBLO - 101051,1081
PUEBLO - 101052,865
PUEBLO - 101053,640
PUEBLO - 101054,771
PUEBLO - 101055,602
PUEBLO - 101056,564
PUEBLO - 101057,797
PUEBLO - 101058,630
PUEBLO - 101059,496
PUEBLO - 101060,1103
PUEBLO - 101061,917
PUEBLO - 101062,934
PUEBLO - 101063,1194
PUEBLO - 101064,354
PUEBLO - 101065,140
PUEBLO - 101066,1096
PUEBLO - 101067,721
PUEBLO - 101068,695
PUEBLO - 101069,1210
PUEBLO - 101070,834
PUEBLO - 101071,1050
PUEBLO - 101072,1047
PUEBLO - 101073,751
PUEBLO - 101074,1024
PUEBLO - 101075,1143
PUEBLO - 101076,594
PUEBLO - 101077,764
PUEBLO - 101078,702
PUEBLO - 101079,994
PUEBLO - 101080,1369
PUEBLO - 101081,810
PUEBLO - 101082,1647
PUEBLO - 101083,898
PUEBLO - 101084,1017
PUEBLO - 101085,920
PUEBLO - 101086,1458
PUEBLO - 101087,822
PUEBLO - 101088,1620
PUEBLO - 101101,585
PUEBLO - 101102,917
PUEBLO - 101103,790
PUEBLO - 101104,788
PUEBLO - 101105,1260
PUEBLO - 101106,998
PUEBLO - 101107,1392
PUEBLO - 101108,894
PUEBLO - 101109,770
PUEBLO - 101110,239
PUEBLO - 101111,563
PUEBLO - 101112,365
PUEBLO - 101113,1317
PUEBLO - 101201,2117
PUEBLO - 101202,1624
PUEBLO - 101203,1337
PUEBLO - 101204,1184
PUEBLO - 101205,1291
PUEBLO - 101206,1506
PUEBLO - 101207,1437
PUEBLO - 101208,1608
PUEBLO - 101209,1248
PUEBLO - 101210,598
PUEBLO - 101211,1208
PUEBLO - 101212,1051
PUEBLO - 101213,1468
PUEBLO - 101214,1956
PUEBLO - 101215,1141
PUEBLO - 101216,843
PUEBLO - 101217,755
PUEBLO - 101218,1458
PUEBLO - 101219,1330
PUEBLO - 101220,1202
PUEBLO - 101301,1280
PUEBLO - 101302,991
PUEBLO - 101303,451
PUEBLO - 101304,576
PUEBLO - 101401,1104
PUEBLO - 101402,697
PUEBLO - 101403,922
RIO BLANCO - 103001,1255
RIO BLANCO - 103002,846
RIO BLANCO - 103003,1138
RIO BLANCO - 103004,1435
RIO BLANCO - 103005,51
RIO GRANDE - 105001,391
RIO GRANDE - 105002,832
RIO GRANDE - 105003,907
RIO GRANDE - 105004,437
RIO GRANDE - 105005,558
RIO GRANDE - 105006,325
RIO GRANDE - 105007,465
RIO GRANDE - 105008,705
RIO GRANDE - 105009,516
RIO GRANDE - 105010,1103
RIO GRANDE - 105011,577
RIO GRANDE - 105012,383
RIO GRANDE - 105013,347
RIO GRANDE - 105014,352
RIO GRANDE - 105015,800
ROUTT - 107001,857
ROUTT - 107002,654
ROUTT - 107003,896
ROUTT - 107004,652
ROUTT - 107005,1622
ROUTT - 107006,1252
ROUTT - 107007,617
ROUTT - 107008,1098
ROUTT - 107009,1208
ROUTT - 107010,503
ROUTT - 107011,1786
ROUTT - 107012,538
ROUTT - 107013,1087
ROUTT - 107014,850
ROUTT - 107015,1673
ROUTT - 107016,1716
ROUTT - 107017,1253
ROUTT - 107018,1827
SAGUACHE - 109001,1592
SAGUACHE - 109002,163
SAGUACHE - 109003,236
SAGUACHE - 109004,330
SAGUACHE - 109005,772
SAGUACHE - 109006,902
SAGUACHE - 109007,1241
SAN JUAN - 111001,575
SAN MIGUEL - 113001,1740
SAN MIGUEL - 113002,1281
SAN MIGUEL - 113003,593
SAN MIGUEL - 113004,998
SAN MIGUEL - 113005,116
SAN MIGUEL - 113006,1574
SEDGWICK - 115001,443
SEDGWICK - 115002,332
SEDGWICK - 115003,349
SEDGWICK - 115004,279
SEDGWICK - 115005,329
SUMMIT - 117001,1396
SUMMIT - 117002,1246
SUMMIT - 117003,793
SUMMIT - 117004,1463
SUMMIT - 117005,1800
SUMMIT - 117006,1265
SUMMIT - 117007,1280
SUMMIT - 117008,485
SUMMIT - 117009,2020
SUMMIT - 117010,916
SUMMIT - 117011,778
SUMMIT - 117012,446
SUMMIT - 117013,1287
SUMMIT - 117014,1229
SUMMIT - 117015,924
SUMMIT - 117016,1104
SUMMIT - 117017,1347
SUMMIT - 117018,1288
SUMMIT - 117019,1605
SUMMIT - 117020,1722
TELLER - 119001,1415
TELLER - 119002,1367
TELLER - 119003,2080
TELLER - 119004,1976
TELLER - 119005,1045
TELLER - 119006,580
TELLER - 119007,2045
TELLER - 119008,1524
TELLER - 119009,1621
TELLER - 119010,1693
TELLER - 119011,2177
TELLER - 119012,1926
TELLER - 119013,1315
WASHINGTON - 121001,152
WASHINGTON - 121002,1931
WASHINGTON - 121003,186
WASHINGTON - 121004,702
WASHINGTON - 121005,261
WASHINGTON - 121006,408
WELD - 123100,1649
WELD - 123101,344
WELD - 123102,282
WELD - 123103,492
WELD - 123104,1049
WELD - 123105,2713
WELD - 123106,2874
WELD - 123107,2010
WELD - 123108,1889
WELD - 123109,1828
WELD - 123110,1503
WELD - 123111,1928
WELD - 123112,2113
WELD - 123113,2246
WELD - 123114,1272
WELD - 123115,1313
WELD - 123116,980
WELD - 123117,1752
WELD - 123118,1397
WELD - 123119,843
WELD - 123120,333
WELD - 123121,2995
WELD - 123122,1072
WELD - 123123,1902
WELD - 123124,1416
WELD - 123125,869
WELD - 123126,2030
WELD - 123127,1887
WELD - 123128,804
WELD - 123129,262
WELD - 123130,2983
WELD - 123131,1607
WELD - 123132,1544
WELD - 123133,2247
WELD - 123134,2057
WELD - 123135,1097
WELD - 123136,1229
WELD - 123137,2200
WELD - 123138,3662
WELD - 123139,1569
WELD - 123140,1616
WELD - 123141,2006
WELD - 123142,548
WELD - 123143,2963
WELD - 123144,944
WELD - 123145,13
WELD - 123146,946
WELD - 123147,850
WELD - 123148,1204
WELD - 123149,728
WELD - 123150,939
WELD - 123151,1436
WELD - 123152,602
WELD - 123153,1437
WELD - 123200,1762
WELD - 123202,616
WELD - 123203,1393
WELD - 123204,1226
WELD - 123205,1778
WELD - 123206,868
WELD - 123207,2513
WELD - 123208,1225
WELD - 123209,1713
WELD - 123210,1573
WELD - 123211,1571
WELD - 123212,1682
WELD - 123213,2864
WELD - 123214,1383
WELD - 123215,1360
WELD - 123216,972
WELD - 123217,1772
WELD - 123218,3219
WELD - 123219,1268
WELD - 123220,951
WELD - 123221,1372
WELD - 123222,1830
WELD - 123223,1378
WELD - 123224,728
WELD - 123225,1456
WELD - 123226,801
WELD - 123227,1657
WELD - 123228,2716
WELD - 123229,1096
WELD - 123230,1012
WELD - 123231,389
WELD - 123232,1156
WELD - 123233,3039
WELD - 123234,1484
WELD - 123235,1150
WELD - 123236,2138
WELD - 123237,2412
WELD - 123238,1760
WELD - 123239,946
WELD - 123240,1976
WELD - 123241,941
WELD - 123242,2490
WELD - 123243,1534
WELD - 123244,1873
WELD - 123245,2242
WELD - 123246,3160
WELD - 123247,1082
WELD - 123248,1444
WELD - 123249,1962
WELD - 123250,1360
WELD - 123251,773
WELD - 123252,1373
WELD - 123253,1024
WELD - 123254,749
WELD - 123255,2199
WELD - 123300,2175
WELD - 123301,2072
WELD - 123302,2522
WELD - 123303,895
WELD - 123304,2040
WELD - 123305,1392
WELD - 123306,1345
WELD - 123307,4692
WELD - 123308,915
WELD - 123309,1000
WELD - 123310,974
WELD - 123311,1811
WELD - 123312,455
WELD - 123313,755
WELD - 123314,2477
WELD - 123315,0
WELD - 123316,1272
WELD - 123317,3130
WELD - 123318,1470
WELD - 123319,2326
WELD - 123320,1120
WELD - 123321,2082
WELD - 123322,2349
WELD - 123323,2013
WELD - 123324,2881
WELD - 123325,1907
WELD - 123326,1499
WELD - 123327,2783
WELD - 123328,488
WELD - 123329,1754
WELD - 123330,1420
WELD - 123331,1724
WELD - 123332,926
WELD - 123333,1156
WELD - 123334,2193
WELD - 123335,1697
WELD - 123336,836
WELD - 123337,1543
WELD - 123338,55
WELD - 123339,2274
WELD - 123340,2594
WELD - 123341,1556
WELD - 123342,1239
WELD - 123343,1012
WELD - 123344,1124
WELD - 123345,1548
WELD - 123346,1601
YUMA - 125001,376
YUMA - 125002,629
YUMA - 125003,276
YUMA - 125004,865
YUMA - 125005,208
YUMA - 125006,610
YUMA - 125007,79
YUMA - 125008,148
YUMA - 125009,334
YUMA - 125010,414
YUMA - 125011,772
YUMA - 125012,411
YUMA - 125013,567
YUMA - 125014,506
